year,genre,duration,key,key_confidence,loudness,mode,mode_confidence,segments_loudness_max_mean,segments_loudness_max_std,segments_loudness_max_time_mean,segments_loudness_max_time_std,segments_loudness_start_mean,segments_loudness_start_std,tempo,time_signature,time_signature_confidence,segments_pitches_mean_0,segments_pitches_mean_1,segments_pitches_mean_2,segments_pitches_mean_3,segments_pitches_mean_4,segments_pitches_mean_5,segments_pitches_mean_6,segments_pitches_mean_7,segments_pitches_mean_8,segments_pitches_mean_9,segments_pitches_mean_10,segments_pitches_mean_11,segments_pitches_std_0,segments_pitches_std_1,segments_pitches_std_2,segments_pitches_std_3,segments_pitches_std_4,segments_pitches_std_5,segments_pitches_std_6,segments_pitches_std_7,segments_pitches_std_8,segments_pitches_std_9,segments_pitches_std_10,segments_pitches_std_11,segments_timbre_mean_0,segments_timbre_mean_1,segments_timbre_mean_2,segments_timbre_mean_3,segments_timbre_mean_4,segments_timbre_mean_5,segments_timbre_mean_6,segments_timbre_mean_7,segments_timbre_mean_8,segments_timbre_mean_9,segments_timbre_mean_10,segments_timbre_mean_11,segments_timbre_std_0,segments_timbre_std_1,segments_timbre_std_2,segments_timbre_std_3,segments_timbre_std_4,segments_timbre_std_5,segments_timbre_std_6,segments_timbre_std_7,segments_timbre_std_8,segments_timbre_std_9,segments_timbre_std_10,segments_timbre_std_11,timbre_mean,timbre_std,pitch_mean,pitch_std
1922,Blues,180.40117999999998,1.0,0.636,-16.458,0.0,0.614,-18.984414634146344,3.8158444909741847,0.07739609756097562,0.04988999857791441,-25.746338211382113,3.7567735022758133,98.529,5.0,0.634,0.2528520325203249,0.4683902439024388,0.2839024390243903,0.2828617886178861,0.3851268292682928,0.35252520325203235,0.4743317073170728,0.2246991869918699,0.4305886178861793,0.3383560975609754,0.2024016260162602,0.2568341463414629,0.2221085852327196,0.3060601150936856,0.25227557569374826,0.24551785407577106,0.3088530266071841,0.2890634536898518,0.34596072038825004,0.17673278414377147,0.32980328929006225,0.3227365081336967,0.18376739361678304,0.24183799281541085,37.58632845528453,-159.68216910569097,160.66120813008126,35.992856910569174,13.20156097560976,9.031905691056904,-24.80241138211382,6.717460162601625,-6.860473170731717,-1.6331837398373994,0.17362601626016225,-12.55299512195122,3.053922494810936,31.175610992804238,33.523056684789964,32.491230546388195,21.611342765078174,26.345622015673328,26.223553388265042,17.672171604277008,12.937223667261838,14.32560247858252,13.143465238466227,17.128326347932447,"[-159.68216910569097, 160.66120813008126, 35.992856910569174, 13.20156097560976, 9.031905691056904, -24.80241138211382, 6.717460162601625, -6.860473170731717, -1.6331837398373994, 0.17362601626016225]","[31.175610992804238, 33.523056684789964, 32.491230546388195, 21.611342765078174, 26.345622015673328, 26.223553388265042, 17.672171604277008, 12.937223667261838, 14.32560247858252, 13.143465238466227]","[-159.68216910569097, 160.66120813008126, 35.992856910569174, 13.20156097560976, 9.031905691056904, -24.80241138211382, 6.717460162601625, -6.860473170731717, -1.6331837398373994, 0.17362601626016225]","[31.175610992804238, 33.523056684789964, 32.491230546388195, 21.611342765078174, 26.345622015673328, 26.223553388265042, 17.672171604277008, 12.937223667261838, 14.32560247858252, 13.143465238466227]"
1922,Reggae,222.837095,7.0,0.296,-8.603,0.5,0.435,-11.852035623987923,6.224298527743592,0.048934228862357626,0.03176668006763569,-22.186682606834086,7.752636470237742,157.335,4.0,0.3499999999999999,0.4510588247564153,0.416062459173871,0.32330489529298717,0.29706647783724444,0.3504899903938519,0.37194946342802243,0.2519280000000001,0.1910830135858382,0.24651363578976238,0.22060175161246054,0.3282649419514206,0.39042376066968537,0.31858358360178424,0.32765035414287785,0.31823664738169777,0.26571138422658275,0.3313130994427553,0.2970962899307814,0.2545730628598482,0.23250190100425594,0.2573992195752525,0.23624688691216836,0.31712578186788604,0.34708143946166986,43.55785519637715,65.29815202634826,-20.079712580760276,5.485107542198441,15.284625087415966,-0.8271953863043789,2.409927206806644,-3.340986314807191,7.424468030190741,-2.4926609128585118,-4.050017153835597,2.5735872787155203,6.069884212840672,51.023602172210765,60.75137890164803,43.54100068536331,35.84555374440715,37.89542889312187,37.695882902646986,28.449846924006923,23.285162121020576,24.05510079994735,21.114840159378257,23.804238204696105,"[65.29815202634826, -20.079712580760276, 5.485107542198441, 15.284625087415966, -0.8271953863043789, 2.409927206806644, -3.340986314807191, 7.424468030190741, -2.4926609128585118, -4.050017153835597]","[51.023602172210765, 60.75137890164803, 43.54100068536331, 35.84555374440715, 37.89542889312187, 37.695882902646986, 28.449846924006923, 23.285162121020576, 24.05510079994735, 21.114840159378257]","[65.29815202634826, -20.079712580760276, 5.485107542198441, 15.284625087415966, -0.8271953863043789, 2.409927206806644, -3.340986314807191, 7.424468030190741, -2.4926609128585118, -4.050017153835597]","[51.023602172210765, 60.75137890164803, 43.54100068536331, 35.84555374440715, 37.89542889312187, 37.695882902646986, 28.449846924006923, 23.285162121020576, 24.05510079994735, 21.114840159378257]"
1924,Country,191.11137999999997,2.0,0.7360000000000001,-16.892,1.0,0.662,-18.68420338983051,2.7200424147967976,0.07136437853107347,0.042649887770938665,-25.156329096045194,3.3517757226286995,108.33999999999999,1.0,0.0,0.3025875706214691,0.5280819209039551,0.4656864406779666,0.15995480225988706,0.17779096045197776,0.20976412429378508,0.33160028248587603,0.27932062146892683,0.42945621468926615,0.6002316384180796,0.1900169491525423,0.2678827683615821,0.2568885411173005,0.30270429261771553,0.3145856668596741,0.18692324686098116,0.2016926504090347,0.20199124417715011,0.2719969307527261,0.31056131571348805,0.30664374985605763,0.3650461119608976,0.18867727879089005,0.29427482271677874,38.19337570621472,-142.06896751412427,73.65686581920903,8.750511299435033,-40.1035480225989,2.116070621468924,5.823717514124298,8.152466101694927,25.71204237288136,11.253608757062137,1.5798050847457634,34.420737288135555,2.5017325906039667,49.385489513224535,30.98349849485341,35.50075359025299,37.554165802974474,25.40551809789945,30.05299796168718,19.595722750325073,32.7800371863991,17.30278950505527,14.371459024801764,32.20679288209541,"[-142.06896751412427, 73.65686581920903, 8.750511299435033, -40.1035480225989, 2.116070621468924, 5.823717514124298, 8.152466101694927, 25.71204237288136, 11.253608757062137, 1.5798050847457634]","[49.385489513224535, 30.98349849485341, 35.50075359025299, 37.554165802974474, 25.40551809789945, 30.05299796168718, 19.595722750325073, 32.7800371863991, 17.30278950505527, 14.371459024801764]","[-142.06896751412427, 73.65686581920903, 8.750511299435033, -40.1035480225989, 2.116070621468924, 5.823717514124298, 8.152466101694927, 25.71204237288136, 11.253608757062137, 1.5798050847457634]","[49.385489513224535, 30.98349849485341, 35.50075359025299, 37.554165802974474, 25.40551809789945, 30.05299796168718, 19.595722750325073, 32.7800371863991, 17.30278950505527, 14.371459024801764]"
1924,Pop,185.39057,2.0,0.725,-17.469,1.0,0.649,-20.153052123552122,3.939894112896343,0.10729415057915055,0.1012681957316784,-25.73859652509653,4.792993387366528,73.711,4.0,1.0,0.22005212355212347,0.3720637065637064,0.535463320463321,0.20407528957528956,0.3269420849420849,0.23934169884169867,0.3187220077220077,0.24579150579150602,0.17623552123552122,0.3135714285714286,0.14716602316602326,0.22102509652509664,0.24816887540428756,0.3399497092538579,0.3957379080879857,0.21357679287561174,0.32105694855183176,0.2649025774127044,0.3139751175774047,0.27719596194354945,0.2182710372176043,0.3079382204284845,0.19352623819198467,0.2650310270819444,37.1267162162162,-149.91868339768342,94.91661196911191,-4.513708494208492,-11.41860810810811,3.388071428571427,-68.5265791505791,-5.319235521235521,30.009459459459446,10.360277992277988,8.964158301158315,8.22020077220077,3.927821795905896,45.712228893221216,41.56566022760114,37.886759932455355,37.255122925160435,22.877466068491398,34.756999577603885,18.36960283950661,32.34780742656713,15.22600166335372,18.423830186562192,18.294443092795166,"[-149.91868339768342, 94.91661196911191, -4.513708494208492, -11.41860810810811, 3.388071428571427, -68.5265791505791, -5.319235521235521, 30.009459459459446, 10.360277992277988, 8.964158301158315]","[45.712228893221216, 41.56566022760114, 37.886759932455355, 37.255122925160435, 22.877466068491398, 34.756999577603885, 18.36960283950661, 32.34780742656713, 15.22600166335372, 18.423830186562192]","[-149.91868339768342, 94.91661196911191, -4.513708494208492, -11.41860810810811, 3.388071428571427, -68.5265791505791, -5.319235521235521, 30.009459459459446, 10.360277992277988, 8.964158301158315]","[45.712228893221216, 41.56566022760114, 37.886759932455355, 37.255122925160435, 22.877466068491398, 34.756999577603885, 18.36960283950661, 32.34780742656713, 15.22600166335372, 18.423830186562192]"
1925,Blues,180.1921975,4.5,0.19225,-18.84625,0.75,0.28475,-22.265425906160008,4.695285151141338,0.07454696526705966,0.05866668310367305,-31.921205428110316,5.170399327127243,115.37199999999997,2.5,0.35650000000000004,0.22035047927022758,0.2138987323742724,0.22579527572084715,0.2784589503111571,0.2988069826676338,0.3192720131419308,0.46144788916507906,0.39794872278650545,0.291484841692294,0.34262856486912563,0.26611049375452944,0.27848492314545514,0.22165436202959857,0.2113776959964101,0.21960675114395115,0.26411656279139073,0.281732038875882,0.31089879574020207,0.3301720414132892,0.3131488808003467,0.2560511082947086,0.3132809984972967,0.24498410745773058,0.28296480376036387,33.3111916150148,-117.7231918495075,119.44620523048762,22.210041139308146,13.813798031323705,24.09968839516104,-60.45139901092333,12.852319282918655,-5.4144402694785585,12.208670569057185,6.886010456368299,3.823848622220538,3.893051828044056,39.276880565995896,43.890274618398394,44.57609793269277,35.43774865252513,33.97092803483445,26.04765078228029,22.65898365370172,21.246505415173463,20.70781567387743,19.486495599837898,19.92993229141749,"[-117.7231918495075, 119.44620523048762, 22.210041139308146, 13.813798031323705, 24.09968839516104, -60.45139901092333, 12.852319282918655, -5.4144402694785585, 12.208670569057185, 6.886010456368299]","[39.276880565995896, 43.890274618398394, 44.57609793269277, 35.43774865252513, 33.97092803483445, 26.04765078228029, 22.65898365370172, 21.246505415173463, 20.70781567387743, 19.486495599837898]","[-117.7231918495075, 119.44620523048762, 22.210041139308146, 13.813798031323705, 24.09968839516104, -60.45139901092333, 12.852319282918655, -5.4144402694785585, 12.208670569057185, 6.886010456368299]","[39.276880565995896, 43.890274618398394, 44.57609793269277, 35.43774865252513, 33.97092803483445, 26.04765078228029, 22.65898365370172, 21.246505415173463, 20.70781567387743, 19.486495599837898]"
1926,Blues,181.8284145454546,4.363636363636363,0.3873636363636363,-19.229454545454544,0.9090909090909091,0.4256363636363636,-23.2164691105995,5.217710219253757,0.08158698969966216,0.059499433377324655,-31.251201027572534,5.2342878931393155,93.94018181818183,3.0,0.40909090909090906,0.2942070237542256,0.24815885777011412,0.27952973831727346,0.2847698611534697,0.2656957340769308,0.2900143253539215,0.3476927193874722,0.37656414443323677,0.33322099553819134,0.3243787290015072,0.2627934203932013,0.23857298002961655,0.26028847437971264,0.22975264670241058,0.2617776768048549,0.2704563441405687,0.25870195656808076,0.2492018872243796,0.2876150541988802,0.3054411048640842,0.28637553374350877,0.2877962530691929,0.2300395832448163,0.2367616519343329,32.98474236907998,-120.02575150306825,79.56093655693283,2.953157455259707,-8.270075273225167,12.402324621881249,-40.4210230788373,8.06081664058716,-12.989594539563559,4.063512178868667,1.448898389404667,-2.6686956960926254,4.522830998943888,43.42269973435622,44.268481807148945,43.5994606182229,30.790008523248968,33.31443546516073,27.657225587709668,20.707550598297548,23.26888123142734,16.792096020157327,19.360782127058737,19.239270581669633,"[-120.02575150306825, 79.56093655693283, 2.953157455259707, -8.270075273225167, 12.402324621881249, -40.4210230788373, 8.06081664058716, -12.989594539563559, 4.063512178868667, 1.448898389404667]","[43.42269973435622, 44.268481807148945, 43.5994606182229, 30.790008523248968, 33.31443546516073, 27.657225587709668, 20.707550598297548, 23.26888123142734, 16.792096020157327, 19.360782127058737]","[-120.02575150306825, 79.56093655693283, 2.953157455259707, -8.270075273225167, 12.402324621881249, -40.4210230788373, 8.06081664058716, -12.989594539563559, 4.063512178868667, 1.448898389404667]","[43.42269973435622, 44.268481807148945, 43.5994606182229, 30.790008523248968, 33.31443546516073, 27.657225587709668, 20.707550598297548, 23.26888123142734, 16.792096020157327, 19.360782127058737]"
1927,Blues,178.80924647058833,4.705882352941177,0.4742352941176469,-21.97335294117646,0.8235294117647058,0.43411764705882366,-25.950298537080243,4.899860259313197,0.07667884029766343,0.06526839848842127,-33.41507536800062,4.895156798576364,107.27923529411767,3.0588235294117645,0.35664705882352943,0.340988176863199,0.38440374083210327,0.3573148029498614,0.30755014885608245,0.2822274881750586,0.2932971084487158,0.28525966714042317,0.2924604935938547,0.28841736114265043,0.28474594459895247,0.285377399858901,0.29345277827892363,0.2774004468089986,0.3012376345091375,0.2746557762327781,0.27537483755787945,0.27485340270491243,0.2711919974493886,0.2636928009470808,0.2584972571819963,0.2583114216817247,0.24785455480268084,0.24462204894817063,0.25780398585745107,30.499094121803964,-89.55902171448271,58.977996169388696,-0.3386846851465101,-7.525360293287156,2.711370004555182,-24.359154843693496,12.450278923032423,-28.066513764441588,4.499129426073887,0.09859449021957524,-4.244898952146406,4.203222037735039,41.596292494702716,45.86331719868947,39.58112715964174,28.963269170124075,30.549422473139145,22.538083069708847,21.53682843684529,20.024329878870184,17.00189838215249,17.2290473695567,16.16426436928264,"[-89.55902171448271, 58.977996169388696, -0.3386846851465101, -7.525360293287156, 2.711370004555182, -24.359154843693496, 12.450278923032423, -28.066513764441588, 4.499129426073887, 0.09859449021957524]","[41.596292494702716, 45.86331719868947, 39.58112715964174, 28.963269170124075, 30.549422473139145, 22.538083069708847, 21.53682843684529, 20.024329878870184, 17.00189838215249, 17.2290473695567]","[-89.55902171448271, 58.977996169388696, -0.3386846851465101, -7.525360293287156, 2.711370004555182, -24.359154843693496, 12.450278923032423, -28.066513764441588, 4.499129426073887, 0.09859449021957524]","[41.596292494702716, 45.86331719868947, 39.58112715964174, 28.963269170124075, 30.549422473139145, 22.538083069708847, 21.53682843684529, 20.024329878870184, 17.00189838215249, 17.2290473695567]"
1927,Jazz,175.84716666666662,2.6666666666666665,0.396,-22.255000000000006,1.0,0.5063333333333332,-25.73123642583774,4.895522552592627,0.0683289835256392,0.04795293045630449,-34.538114350028046,5.315981061181697,109.61333333333333,2.0,0.1443333333333333,0.4212407322132562,0.30407907357057506,0.33577901935307936,0.2901156954545818,0.2494571388605139,0.2789215036897207,0.23962599327166434,0.34458022311855574,0.32467991766756854,0.2943532836728491,0.35485665406744227,0.330205411979325,0.31349199400699324,0.23192998036751666,0.29010902993008864,0.28341615229913125,0.23981595628207641,0.2541278318288114,0.25289693682510705,0.2979320671466485,0.29595743304744915,0.2696554665241432,0.3009194896864895,0.2751872566441114,30.56401469527449,-182.22028978099362,56.46234363831765,5.6952405385658045,-3.3816183310912913,10.044762143231601,2.333221371798877,17.705864500431275,-35.16562765520266,1.059197473848221,-1.498635890757144,-11.636830408556106,4.604669309657894,48.0173739051451,48.83971302373915,37.89535411743108,40.344278844581034,34.58484623851789,21.04236754289901,18.496109456390876,23.482779794009964,16.647019730875964,16.877604420159287,18.043578087198906,"[-182.22028978099362, 56.46234363831765, 5.6952405385658045, -3.3816183310912913, 10.044762143231601, 2.333221371798877, 17.705864500431275, -35.16562765520266, 1.059197473848221, -1.498635890757144]","[48.0173739051451, 48.83971302373915, 37.89535411743108, 40.344278844581034, 34.58484623851789, 21.04236754289901, 18.496109456390876, 23.482779794009964, 16.647019730875964, 16.877604420159287]","[-182.22028978099362, 56.46234363831765, 5.6952405385658045, -3.3816183310912913, 10.044762143231601, 2.333221371798877, 17.705864500431275, -35.16562765520266, 1.059197473848221, -1.498635890757144]","[48.0173739051451, 48.83971302373915, 37.89535411743108, 40.344278844581034, 34.58484623851789, 21.04236754289901, 18.496109456390876, 23.482779794009964, 16.647019730875964, 16.877604420159287]"
1928,Blues,177.17624318181814,4.545454545454546,0.5649090909090909,-18.973272727272725,0.8636363636363636,0.5327727272727275,-24.110832742152915,6.045664912153226,0.07435130913483694,0.059631571015274526,-33.13106476496905,5.844789695624468,112.95181818181815,2.9545454545454546,0.4912727272727269,0.34076673091633325,0.3413365825399108,0.33070478389946023,0.3611291461235503,0.24901849911440868,0.2791190283770724,0.29694737190148696,0.3318192416346081,0.312501031879002,0.32711469304230023,0.34326591074903184,0.3026563883271108,0.27054728994203064,0.2668447412221568,0.2688323666907299,0.30017166920427973,0.2383589699664145,0.2587171667380932,0.2641938111474961,0.26180878863640755,0.26318744610937966,0.2626925039099339,0.2703688305425234,0.25065223400536357,31.767206603055627,-86.42093883315545,28.015344500843547,-11.222768588476287,-21.698181580167766,13.873975077749199,-40.56541459190029,6.578912240768682,2.272105210943104,8.853025021135076,-0.9401654374163739,7.252664574168183,5.210484463837008,41.07615232870327,49.39088640680222,45.74792053465862,29.463367378921408,34.77728598027714,25.5427268396499,19.887371210481934,23.287142836850244,16.103145359124873,20.18254545298522,18.23801259958036,"[-86.42093883315545, 28.015344500843547, -11.222768588476287, -21.698181580167766, 13.873975077749199, -40.56541459190029, 6.578912240768682, 2.272105210943104, 8.853025021135076, -0.9401654374163739]","[41.07615232870327, 49.39088640680222, 45.74792053465862, 29.463367378921408, 34.77728598027714, 25.5427268396499, 19.887371210481934, 23.287142836850244, 16.103145359124873, 20.18254545298522]","[-86.42093883315545, 28.015344500843547, -11.222768588476287, -21.698181580167766, 13.873975077749199, -40.56541459190029, 6.578912240768682, 2.272105210943104, 8.853025021135076, -0.9401654374163739]","[41.07615232870327, 49.39088640680222, 45.74792053465862, 29.463367378921408, 34.77728598027714, 25.5427268396499, 19.887371210481934, 23.287142836850244, 16.103145359124873, 20.18254545298522]"
1928,Folk,185.11628,6.5,0.6412500000000001,-21.949250000000003,1.0,0.5982499999999998,-25.839431250717524,4.603008908733847,0.07593357820216971,0.06566587592440915,-32.57781879851346,4.542251265368933,97.4765,2.75,0.47924999999999995,0.3271318186231151,0.24470378131647175,0.356909845963181,0.36614919592313694,0.3449617298329528,0.19288917784316043,0.2186843557117896,0.4410471039083143,0.2637292837776502,0.22562947062485697,0.32286194323157563,0.48140707008640043,0.23904959017258356,0.22121636462993136,0.25540011959111225,0.21714918128229788,0.25463210086028987,0.17998407413544162,0.21819345215006283,0.30750249027175286,0.23062801950303805,0.21997021878570452,0.2502526231979151,0.30493941048884865,30.83752663941013,-99.49428920228262,30.32569566161152,-11.066037681426335,-34.47225333857907,0.4025920291974097,-18.54891144593721,10.69468555538404,-13.800885953918964,3.251025943487028,2.90306411512104,21.678321038045414,4.013271207836703,31.529856004180903,50.45607704371259,38.68232654225254,27.038212054956347,28.940689454847867,21.24794078183842,18.155279911251576,19.86505781935129,13.596940114457437,15.87320328018068,16.422596773384807,"[-99.49428920228262, 30.32569566161152, -11.066037681426335, -34.47225333857907, 0.4025920291974097, -18.54891144593721, 10.69468555538404, -13.800885953918964, 3.251025943487028, 2.90306411512104]","[31.529856004180903, 50.45607704371259, 38.68232654225254, 27.038212054956347, 28.940689454847867, 21.24794078183842, 18.155279911251576, 19.86505781935129, 13.596940114457437, 15.87320328018068]","[-99.49428920228262, 30.32569566161152, -11.066037681426335, -34.47225333857907, 0.4025920291974097, -18.54891144593721, 10.69468555538404, -13.800885953918964, 3.251025943487028, 2.90306411512104]","[31.529856004180903, 50.45607704371259, 38.68232654225254, 27.038212054956347, 28.940689454847867, 21.24794078183842, 18.155279911251576, 19.86505781935129, 13.596940114457437, 15.87320328018068]"
