year,genre,duration,key,key_confidence,loudness,mode,mode_confidence,segments_loudness_max_mean,segments_loudness_max_std,segments_loudness_max_time_mean,segments_loudness_max_time_std,segments_loudness_start_mean,segments_loudness_start_std,tempo,time_signature,time_signature_confidence,segments_pitches_mean_0,segments_pitches_mean_1,segments_pitches_mean_2,segments_pitches_mean_3,segments_pitches_mean_4,segments_pitches_mean_5,segments_pitches_mean_6,segments_pitches_mean_7,segments_pitches_mean_8,segments_pitches_mean_9,segments_pitches_mean_10,segments_pitches_mean_11,segments_pitches_std_0,segments_pitches_std_1,segments_pitches_std_2,segments_pitches_std_3,segments_pitches_std_4,segments_pitches_std_5,segments_pitches_std_6,segments_pitches_std_7,segments_pitches_std_8,segments_pitches_std_9,segments_pitches_std_10,segments_pitches_std_11,segments_timbre_mean_0,segments_timbre_mean_1,segments_timbre_mean_2,segments_timbre_mean_3,segments_timbre_mean_4,segments_timbre_mean_5,segments_timbre_mean_6,segments_timbre_mean_7,segments_timbre_mean_8,segments_timbre_mean_9,segments_timbre_mean_10,segments_timbre_mean_11,segments_timbre_std_0,segments_timbre_std_1,segments_timbre_std_2,segments_timbre_std_3,segments_timbre_std_4,segments_timbre_std_5,segments_timbre_std_6,segments_timbre_std_7,segments_timbre_std_8,segments_timbre_std_9,segments_timbre_std_10,segments_timbre_std_11,timbre_mean,timbre_std,pitch_mean,pitch_std
1924,Pop,185.39057,2.0,0.725,-17.469,1.0,0.649,-20.153052123552122,3.9398941128963436,0.10729415057915057,0.1012681957316784,-25.73859652509653,4.792993387366528,73.711,4.0,1.0,0.22005212355212347,0.3720637065637064,0.535463320463321,0.2040752895752896,0.3269420849420849,0.2393416988416987,0.3187220077220077,0.245791505791506,0.17623552123552122,0.3135714285714286,0.14716602316602326,0.22102509652509664,0.2481688754042876,0.3399497092538579,0.3957379080879857,0.21357679287561174,0.32105694855183176,0.2649025774127044,0.3139751175774047,0.27719596194354945,0.2182710372176043,0.3079382204284845,0.19352623819198467,0.2650310270819444,37.1267162162162,-149.91868339768342,94.91661196911193,-4.513708494208492,-11.41860810810811,3.388071428571427,-68.5265791505791,-5.319235521235521,30.009459459459446,10.360277992277988,8.964158301158315,8.22020077220077,3.9278217959058965,45.712228893221216,41.56566022760114,37.886759932455355,37.255122925160435,22.877466068491398,34.756999577603885,18.36960283950661,32.34780742656713,15.22600166335372,18.423830186562192,18.294443092795166,"[-149.91868339768342, 94.91661196911191, -4.513708494208492, -11.41860810810811, 3.388071428571427, -68.5265791505791, -5.319235521235521, 30.009459459459446, 10.360277992277988, 8.964158301158315]","[45.712228893221216, 41.56566022760114, 37.886759932455355, 37.255122925160435, 22.877466068491398, 34.756999577603885, 18.36960283950661, 32.34780742656713, 15.22600166335372, 18.423830186562192]","[-149.91868339768342, 94.91661196911191, -4.513708494208492, -11.41860810810811, 3.388071428571427, -68.5265791505791, -5.319235521235521, 30.009459459459446, 10.360277992277988, 8.964158301158315]","[45.712228893221216, 41.56566022760114, 37.886759932455355, 37.255122925160435, 22.877466068491398, 34.756999577603885, 18.36960283950661, 32.34780742656713, 15.22600166335372, 18.423830186562192]"
1942,Pop,192.07791,7.0,0.001,-13.495999999999999,1.0,0.06,-16.749130747126436,5.546897658490488,0.08394670977011494,0.05614532706634658,-25.245511494252877,6.668199862409668,116.676,5.0,0.69,0.2877557471264369,0.263829022988506,0.3749224137931039,0.24756896551724145,0.2659224137931037,0.2485790229885059,0.33882902298850603,0.4378994252873562,0.27158189655172393,0.3395287356321844,0.2656034482758617,0.3169511494252873,0.3058014166620028,0.25339730359262097,0.32130286543493874,0.2567560525695816,0.2687993146691177,0.2394023258876669,0.2634095371709398,0.3305858717797232,0.2593336325047859,0.32392822264683424,0.25961640732747754,0.3112379581271197,39.39157183908047,-43.12609913793099,127.54936063218405,19.922787356321848,-60.91203304597699,31.01622844827591,-47.9250287356322,-0.5908031609195405,19.906288793103432,7.919624999999996,0.7696350574712638,10.516058908045967,5.55790143047995,45.018399823673604,53.01267268584627,49.78455497545607,31.816006543511733,29.720663817710065,31.483114436972,20.685005067251765,22.31656231344501,19.03263149471679,19.359841108122747,17.47405959108513,"[-43.12609913793099, 127.54936063218405, 19.922787356321848, -60.91203304597699, 31.01622844827591, -47.9250287356322, -0.5908031609195405, 19.906288793103432, 7.919624999999996, 0.7696350574712638]","[45.018399823673604, 53.01267268584627, 49.78455497545607, 31.816006543511737, 29.720663817710065, 31.483114436972, 20.685005067251772, 22.316562313445008, 19.03263149471679, 19.359841108122747]","[-43.12609913793099, 127.54936063218405, 19.922787356321848, -60.91203304597699, 31.01622844827591, -47.9250287356322, -0.5908031609195405, 19.906288793103432, 7.919624999999996, 0.7696350574712638]","[45.018399823673604, 53.01267268584627, 49.78455497545607, 31.816006543511737, 29.720663817710065, 31.483114436972, 20.685005067251772, 22.316562313445008, 19.03263149471679, 19.359841108122747]"
1947,Pop,123.06239999999998,0.0,0.6459999999999999,-17.026,1.0,0.654,-20.579589041095886,5.351724226490896,0.07230132420091323,0.03625436395183933,-32.303511415525115,6.647948957131642,90.875,3.0,0.101,0.5165525114155246,0.2322671232876713,0.1904360730593605,0.12427397260273965,0.21673972602739733,0.13523515981735154,0.2332876712328768,0.5405844748858448,0.17028310502283114,0.28481278538812793,0.14021689497716894,0.2346255707762559,0.4002260157472365,0.2416591232324909,0.2446183109651953,0.1749591284515063,0.245314644330934,0.20142117654795064,0.2362366942131353,0.3794435615213088,0.16241193535735982,0.34901498917322177,0.1907615260105768,0.2293848065655652,34.28594748858451,-73.05234246575336,72.29619634703194,21.167757990867585,14.39570776255708,29.99524657534245,4.0221712328767145,10.777013698630144,1.94880593607306,7.2112305936072945,-7.954452054794522,15.000908675799089,4.877601991891761,61.16833383486797,54.78038878604723,49.131053954651286,30.994866455437364,41.79707755097495,29.614278415622174,30.587583155532503,27.92230220235593,24.564659598797974,27.10047786476913,23.51299453340075,"[-73.05234246575336, 72.29619634703194, 21.167757990867585, 14.39570776255708, 29.995246575342453, 4.0221712328767145, 10.777013698630144, 1.94880593607306, 7.2112305936072945, -7.9544520547945226]","[61.16833383486797, 54.78038878604723, 49.131053954651286, 30.994866455437364, 41.79707755097495, 29.61427841562217, 30.587583155532503, 27.922302202355933, 24.564659598797977, 27.10047786476913]","[-73.05234246575336, 72.29619634703194, 21.167757990867585, 14.39570776255708, 29.995246575342453, 4.0221712328767145, 10.777013698630144, 1.94880593607306, 7.2112305936072945, -7.9544520547945226]","[61.16833383486797, 54.78038878604723, 49.131053954651286, 30.994866455437364, 41.79707755097495, 29.61427841562217, 30.587583155532503, 27.922302202355933, 24.564659598797977, 27.10047786476913]"
1952,Pop,146.1733057142857,6.857142857142858,0.43214285714285705,-14.560571428571436,0.7142857142857143,0.5207142857142857,-19.59790455851962,6.844601950987675,0.08142098605051243,0.053416901865659366,-29.325173462157803,6.848902559919057,100.26385714285713,3.0,0.6517142857142857,0.2368241386361984,0.4045980862864191,0.2815065716378161,0.2397692996964333,0.2610492939478979,0.2403475104834181,0.28984081600592104,0.2580049274032928,0.3139268239423313,0.3952416157136271,0.2825412491570845,0.24423185489577456,0.2407017088560846,0.3201522654141349,0.2620252211942192,0.2332799935727705,0.2653236811315115,0.2485481082772147,0.29245793983156243,0.2560671204740985,0.2830978241432017,0.30702991195020585,0.24280134858865235,0.2742526874666969,35.667879476723726,-78.05586929545305,0.005691148029711711,-21.300465024128627,-14.174928608462215,15.84140080832734,-25.320412621318674,1.5453276366069864,-2.04940844007254,0.6229381525314813,-7.513699073030058,8.492809526985216,6.152955617855443,51.9351394734125,48.608190922521686,53.44836008805835,41.89612513768383,35.152382798620714,30.385267088343593,25.74272019193608,30.522877677740173,22.276279090153338,23.42326385400232,19.268954348164954,"[-78.05586929545305, 0.005691148029711712, -21.30046502412863, -14.174928608462215, 15.84140080832734, -25.320412621318674, 1.5453276366069864, -2.04940844007254, 0.6229381525314813, -7.513699073030058]","[51.93513947341249, 48.60819092252169, 53.448360088058344, 41.896125137683825, 35.15238279862071, 30.385267088343593, 25.74272019193608, 30.52287767774017, 22.276279090153338, 23.423263854002325]","[-78.05586929545305, 0.005691148029711712, -21.30046502412863, -14.174928608462215, 15.84140080832734, -25.320412621318674, 1.5453276366069864, -2.04940844007254, 0.6229381525314813, -7.513699073030058]","[51.93513947341249, 48.60819092252169, 53.448360088058344, 41.896125137683825, 35.15238279862071, 30.385267088343593, 25.74272019193608, 30.52287767774017, 22.276279090153338, 23.423263854002325]"
1953,Pop,150.46485249999995,8.0,0.26925,-15.501,0.75,0.4645,-20.014414600321306,6.488882303017644,0.0865680728811601,0.059902502136436414,-30.77398998254312,6.783303318631687,98.30374999999998,2.25,0.3165,0.331106409732257,0.3713955072876625,0.2684459018413797,0.2661428197056636,0.306700613380487,0.3003726420800304,0.2353038836015674,0.2730728029925869,0.3230926253375093,0.3107575370595392,0.3050034492788999,0.27531274265130745,0.2966327583520858,0.3196049597496529,0.28911865537727643,0.26647265521961033,0.32041855414294607,0.29537153738100397,0.2628737794571349,0.2649149620200604,0.3081794697885579,0.3061919947700873,0.30089523719671435,0.2803609187090726,34.85728132656184,-31.40410846958912,-13.322633735770669,-24.899097884204703,-11.202071889422053,19.496814281046802,-24.275955252835608,3.6386518265533945,8.50066581172774,7.500415659648196,-9.993325863214775,16.74409984843346,5.845534649431933,56.189991929908985,52.95403448127296,54.743505446027406,32.38121555888939,38.3350506819938,27.83680243728568,28.701319950779162,26.263229893542018,21.830957715176886,23.60942571343688,17.876965313323126,"[-31.404108469589122, -13.32263373577067, -24.899097884204703, -11.202071889422053, 19.4968142810468, -24.27595525283561, 3.6386518265533945, 8.50066581172774, 7.500415659648195, -9.993325863214777]","[56.189991929908985, 52.95403448127296, 54.7435054460274, 32.38121555888939, 38.3350506819938, 27.83680243728568, 28.701319950779162, 26.263229893542018, 21.830957715176883, 23.60942571343688]","[-31.404108469589122, -13.32263373577067, -24.899097884204703, -11.202071889422053, 19.4968142810468, -24.27595525283561, 3.6386518265533945, 8.50066581172774, 7.500415659648195, -9.993325863214777]","[56.189991929908985, 52.95403448127296, 54.7435054460274, 32.38121555888939, 38.3350506819938, 27.83680243728568, 28.701319950779162, 26.263229893542018, 21.830957715176883, 23.60942571343688]"
1954,Pop,147.75682500000005,5.166666666666667,0.4631666666666666,-16.603833333333334,0.6666666666666666,0.5293333333333333,-20.78332220196549,6.044937317082661,0.0860823755047713,0.0676440711868993,-29.05474722571982,6.8954912046694,107.58416666666666,2.833333333333333,0.4991666666666666,0.3189169191426864,0.3544906507438363,0.33058749762227324,0.2510884803607893,0.2466471226424922,0.2666145462114993,0.2551224847949597,0.33381378881132456,0.32373418825204997,0.33851282615643696,0.25515152311603256,0.21026475175208656,0.2901275545512158,0.3076973653203757,0.31192134202344024,0.27766018293619404,0.2759203747773287,0.27924748417997924,0.2549307515886285,0.3096915896342176,0.29296748863062705,0.3078798035243349,0.2647933609010945,0.23351449888097284,35.222119011213266,-31.2297497327773,13.436227746985658,-14.778488051322453,1.8185530481945449,5.2798793149766,-15.897667047654956,1.7343857909317315,4.241346694132114,0.7465779925171173,-4.3980951228981935,14.384069194565056,5.872683488405553,54.94823347003753,45.91427279054111,48.393378483205474,36.74477319909417,29.00018752778421,27.62878555977004,24.353762671863826,27.972423518784662,20.093237868531943,20.477521139410804,16.894740565892054,"[-31.2297497327773, 13.436227746985658, -14.778488051322451, 1.8185530481945449, 5.2798793149766, -15.897667047654956, 1.7343857909317315, 4.241346694132113, 0.7465779925171173, -4.398095122898194]","[54.948233470037515, 45.91427279054112, 48.393378483205474, 36.744773199094176, 29.000187527784206, 27.628785559770037, 24.35376267186383, 27.97242351878466, 20.093237868531943, 20.477521139410804]","[-31.2297497327773, 13.436227746985658, -14.778488051322451, 1.8185530481945449, 5.2798793149766, -15.897667047654956, 1.7343857909317315, 4.241346694132113, 0.7465779925171173, -4.398095122898194]","[54.948233470037515, 45.91427279054112, 48.393378483205474, 36.744773199094176, 29.000187527784206, 27.628785559770037, 24.35376267186383, 27.97242351878466, 20.093237868531943, 20.477521139410804]"
1955,Pop,152.30548000000005,3.7692307692307687,0.5333076923076923,-13.374923076923075,0.8461538461538461,0.5360769230769231,-16.66423289121851,5.107160520253186,0.08474803248703433,0.06948411484316883,-25.15101185050864,6.798300425717153,116.03946153846151,3.4615384615384617,0.609,0.3655077475275126,0.3716803623311173,0.34869107200860805,0.3027071325547136,0.2710684834756052,0.3521622423112085,0.29533894178139763,0.3470651479699903,0.2959049074969021,0.28556495939743737,0.2967086925889013,0.24230542241269956,0.30174359293933845,0.2911403390357536,0.2822255264697668,0.2660128521294192,0.24576993206216635,0.3043837846652524,0.25510618642293376,0.29856276333642195,0.2652106583387977,0.25444048771565586,0.2795555164833809,0.2292022867899732,39.230270220600296,-30.357138116675294,42.721042256740716,-4.26837606479448,8.224838585636276,7.315058500080163,-9.925705666099551,1.1731487547665145,2.2769340515481087,0.9619202826662656,-6.333166232498256,2.4259700820832384,5.117160659536738,55.98303719524003,50.18159164906785,49.12190600805669,32.58205574238301,34.19256702223111,27.74621484253097,25.564091849056314,24.33798927398203,20.247178995346392,20.29617523238961,19.317669766092525,"[-30.357138116675298, 42.721042256740716, -4.26837606479448, 8.224838585636276, 7.315058500080163, -9.92570566609955, 1.1731487547665145, 2.276934051548109, 0.9619202826662657, -6.333166232498256]","[55.98303719524003, 50.18159164906785, 49.12190600805669, 32.58205574238301, 34.19256702223111, 27.74621484253097, 25.564091849056314, 24.337989273982032, 20.247178995346392, 20.296175232389608]","[-30.357138116675298, 42.721042256740716, -4.26837606479448, 8.224838585636276, 7.315058500080163, -9.92570566609955, 1.1731487547665145, 2.276934051548109, 0.9619202826662657, -6.333166232498256]","[55.98303719524003, 50.18159164906785, 49.12190600805669, 32.58205574238301, 34.19256702223111, 27.74621484253097, 25.564091849056314, 24.337989273982032, 20.247178995346392, 20.296175232389608]"
1956,Pop,175.70473642857135,5.7142857142857135,0.4587857142857144,-12.775357142857144,0.5714285714285714,0.479642857142857,-15.923113115078356,5.179139644804279,0.0810485868548777,0.06776381222007094,-24.02058827216333,6.355965645649401,113.67185714285714,3.928571428571429,0.5837857142857144,0.3528891635036223,0.3533056105228158,0.3473741627864756,0.2671439174862056,0.3409168410893414,0.3322205691930397,0.29840267465801645,0.32216767042302713,0.2928658056987434,0.3685040207515621,0.30081431270807474,0.2808001313155272,0.2898069781009117,0.2811824878189424,0.3043177329828769,0.24742241723747654,0.3004228158031705,0.288166459498685,0.2656984106095543,0.2965532001526512,0.2483077573365732,0.3046311395017955,0.26646100037606,0.26784004114046217,40.11561390356931,-20.32137695295992,20.80442540218157,-8.739655935232381,-2.166817049618708,3.2318976472963974,-14.856279858524251,-1.7646763710332742,6.035404843873455,1.3644094356425205,-3.5585236262641935,8.559371220928375,5.170027373094703,53.270256123125364,46.40925445945328,45.30380750395442,30.223871307525293,30.17635643668254,26.254937176872613,24.478506911055568,23.40466814723454,20.338239461468405,18.352141975761466,17.66773671516542,"[-20.32137695295992, 20.80442540218157, -8.739655935232381, -2.1668170496187082, 3.2318976472963974, -14.85627985852425, -1.7646763710332742, 6.035404843873455, 1.3644094356425205, -3.558523626264194]","[53.270256123125364, 46.40925445945328, 45.30380750395442, 30.223871307525293, 30.17635643668254, 26.254937176872616, 24.478506911055575, 23.40466814723454, 20.338239461468408, 18.352141975761466]","[-20.32137695295992, 20.80442540218157, -8.739655935232381, -2.1668170496187082, 3.2318976472963974, -14.85627985852425, -1.7646763710332742, 6.035404843873455, 1.3644094356425205, -3.558523626264194]","[53.270256123125364, 46.40925445945328, 45.30380750395442, 30.223871307525293, 30.17635643668254, 26.254937176872616, 24.478506911055575, 23.40466814723454, 20.338239461468408, 18.352141975761466]"
1957,Pop,173.62095333333332,6.777777777777778,0.4864444444444445,-14.856333333333332,1.0,0.5159999999999999,-18.24286199663992,5.2714429145720665,0.0825136526022006,0.0754082741309719,-25.643507456307805,6.2813638321866545,101.53100000000003,3.4444444444444446,0.555111111111111,0.3021283912144557,0.3092857560077035,0.3117621008547503,0.2825277003470589,0.295620617710582,0.2724745668930104,0.2765544794253917,0.3018845069317876,0.3238893903881149,0.3375582710458475,0.31034112741867764,0.3099184027928271,0.28459173360218026,0.2761094792697155,0.28965007795061953,0.25792047166742416,0.2769623910126916,0.2593128608213024,0.25230631311816537,0.2881988658418615,0.27734329119746204,0.2833535511047241,0.2710887371476544,0.271586140066153,38.11486132448541,-56.528623971373825,7.131170972619031,-15.527388528400376,-9.527443148948473,-1.5536853614734984,-16.970848075886018,-2.025955722825953,9.264693969271484,2.7075920230144543,-2.8252252228945935,5.6043717976224405,5.166369764845543,47.72147959735365,43.72914336707817,41.441584688805705,32.47169966817884,29.29045743826587,27.66017136996877,22.12025143355871,25.22761162533723,18.8062494603932,17.56471491677668,18.097849136332805,"[-56.52862397137383, 7.13117097261903, -15.527388528400376, -9.527443148948473, -1.5536853614734984, -16.970848075886018, -2.025955722825953, 9.264693969271484, 2.707592023014454, -2.825225222894594]","[47.72147959735365, 43.72914336707817, 41.4415846888057, 32.471699668178836, 29.29045743826587, 27.660171369968765, 22.12025143355871, 25.227611625337225, 18.806249460393197, 17.56471491677668]","[-56.52862397137383, 7.13117097261903, -15.527388528400376, -9.527443148948473, -1.5536853614734984, -16.970848075886018, -2.025955722825953, 9.264693969271484, 2.707592023014454, -2.825225222894594]","[47.72147959735365, 43.72914336707817, 41.4415846888057, 32.471699668178836, 29.29045743826587, 27.660171369968765, 22.12025143355871, 25.227611625337225, 18.806249460393197, 17.56471491677668]"
1958,Pop,170.64154222222226,5.4444444444444455,0.4617222222222223,-12.370055555555556,0.7777777777777778,0.4749999999999999,-15.883254733340705,5.547168637503591,0.06634968673032746,0.05952198873408025,-24.39807771967681,6.63286351820621,126.24650000000004,3.388888888888889,0.3984999999999999,0.35314124642126365,0.3633848712704909,0.32511076751145623,0.30026380430334465,0.281490654457326,0.29541288228798884,0.2677297676726192,0.3309971190327681,0.3391056234070964,0.3635462269730081,0.3176048650454133,0.27108370939973386,0.2917369960174077,0.3025001679704004,0.29346644837577546,0.27396984268769226,0.2616604790342563,0.280200064573896,0.2547575008179597,0.2930553482908399,0.2828370444220423,0.2950885366757853,0.2775764253866537,0.248942466493845,39.979543060088,-20.927706201018985,17.112537053679247,0.031003694485174142,-5.88930495551733,3.2348160903817282,-11.662481286502386,-4.7402559161529165,10.554643676428846,1.984414432172988,-1.9576356136943949,11.200855735389052,5.473715260680671,55.46293559860515,47.083794894052886,43.572607600470135,32.99126752722476,30.55648900139886,28.15832505617673,24.011663454854236,25.186444109689088,19.96341455586685,18.48330262756834,19.677332840500632,"[-20.927706201018985, 17.112537053679247, 0.031003694485174142, -5.88930495551733, 3.234816090381729, -11.662481286502384, -4.7402559161529165, 10.554643676428846, 1.9844144321729882, -1.9576356136943949]","[55.46293559860515, 47.08379489405289, 43.57260760047013, 32.99126752722476, 30.55648900139886, 28.15832505617673, 24.011663454854233, 25.186444109689084, 19.96341455586685, 18.48330262756834]","[-20.927706201018985, 17.112537053679247, 0.031003694485174142, -5.88930495551733, 3.234816090381729, -11.662481286502384, -4.7402559161529165, 10.554643676428846, 1.9844144321729882, -1.9576356136943949]","[55.46293559860515, 47.08379489405289, 43.57260760047013, 32.99126752722476, 30.55648900139886, 28.15832505617673, 24.011663454854233, 25.186444109689084, 19.96341455586685, 18.48330262756834]"
